Year,BRO,CAV ,CAZ ,COL   ,DRA ,FON ,GUT ,ILO,INA ,AHI,LAI ,LIL,LOC ,NIE1,NIE2,PAN ,PED ,POE ,REN ,SER,SUW ,VIG ,VIN ,WIN,WOB 
1600,,,-0.2008608321377342,1.0550425815492026,,1.1875163178357522,0.6082695609171631,-0.49646909151002955,-1.8724810430510253,0.9517402352482243,,0.7098125249301952,,,,,-0.03052874857687623,-0.018403002877183775,,,-0.5366610445828608,,,,
1601,,,-0.04734576757531957,0.8508407915719411,,1.3090321237466693,2.019948924080936,1.1965112833045046,-2.1031070554383664,1.0033303468656998,,0.4515357000398879,,,,,0.6077237896892671,-0.024434145859198703,,,-0.5283739168274186,,,,
1602,,,0.03873744619799291,0.884874423234812,,1.3090321237466693,0.36538246494557125,0.09832442258636302,-1.4581828172054967,1.3365745813677556,,0.423613881132829,,,,,-1.0128267356817013,0.4866543726404009,,,-0.4551709549876631,,,,
1603,,,0.018651362984220505,0.0,,-0.8561585997569581,1.5195036994951663,0.19664884517273096,-1.0135027214646317,1.0722410283037398,,-1.6086956521739113,,,,,0.0032327207016812102,0.22499814195056975,,,-0.6133169763207168,,,,
1604,,,-1.0416068866571018,-1.6676479514810114,,-0.4584705076848641,0.6359815114642571,-0.5844071314288233,-1.239295254550443,0.9189735427344237,,-0.25149581172716223,,,,,0.3971165289515713,-0.22529397598077427,,-0.23174706649283244,-0.7838936892869404,,,,0.9942441187231731
1605,,,-0.585365853658534,-0.7827735282461873,,-0.3038140274346044,-1.470126730114949,0.2928959912255841,-0.5149638563638459,1.2478875444182116,,0.1543677702433202,,,,,-0.2990128137921089,0.46839928677832326,,-0.25391134289439155,-0.378515023249807,,,,0.7819740454696085
1606,,,0.5810616929698732,1.4634461615037377,,0.2927181106735367,-0.2589514797330996,0.4078386260800659,0.3785393173763398,0.7800959167097821,,0.17929796569605114,,,,,1.313499266512537,0.46231425815762944,,0.240221642764013,-0.3039308734508103,,,,0.8696680063796931
1607,,,0.004304160688665878,1.5315134248294917,,1.4415948211040315,-0.7463557864143554,-0.3746022015438332,-0.16557235256745081,0.6769452347572253,,0.18428400478659662,,,,,0.934084659382031,0.8517560898820351,,1.1737288135593171,-0.9369825001769386,,,,2.0667091155074173
1608,,,-0.10760401721664187,2.2121860580870423,,-0.9535921823146218,-0.8164507201511235,-0.17102910125938278,-1.1350302010459827,0.5074364707842303,,0.5283207020343053,,,,,1.5048142590910538,1.082987177468397,,0.9331812255541031,-1.0088118057032036,,,,1.277171036465291
1609,,,-0.19655667144906833,1.5655470564923746,,1.929646485208064,0.2969176459468637,0.30397479940432337,-1.3414888169256753,0.07315238944255471,,0.7546868767451151,,,,,-0.09322862009420779,0.012022140226285415,,0.11571056062581571,-0.5334708132499791,,,,1.6121078004892093
